,pl_name,ra,dec
25711,Kepler-269 c,290.2151459,41.775981
25712,Kepler-272 d,299.1275257,47.5938319
25713,Kepler-272 d,299.1275257,47.5938319
25714,Kepler-272 d,299.1275257,47.5938319
25715,Kepler-275 d,292.4797004,38.5149018
25716,Kepler-208 e,293.8901979,42.5279413
25717,Kepler-344 c,292.4996101,46.3243406
25718,Kepler-1121 b,297.7865467,47.8861542
25719,Kepler-1122 b,288.2805801,46.3408747
25720,Kepler-1122 b,288.2805801,46.3408747
25721,Kepler-1122 b,288.2805801,46.3408747
25722,Kepler-1123 b,294.5177291,50.6703927
25723,Kepler-1124 b,286.5942529,37.8912836
25724,Kepler-1125 b,295.4812018,40.7319316
25725,Kepler-1068 b,294.6481708,46.3923173
25726,Kepler-804 c,293.3722109,44.7851812
25727,Kepler-285 c,291.3908469,48.0655392
25728,Kepler-288 b,288.9163997,39.5947523
25729,Kepler-825 c,294.769825,39.3984081
25730,Kepler-292 e,295.7661979,42.4242822
25731,Kepler-1300 b,289.0330532,40.0869182
25732,Kepler-191 c,291.1833211,45.3230937
25733,Kepler-1301 b,286.6041816,42.4403309
25734,Kepler-1303 b,284.287147,42.3555784
25735,Kepler-1303 b,284.287147,42.3555784
25736,Kepler-395 c,293.5111889,45.1366252
25737,Kepler-1121 b,297.7865467,47.8861542
25738,Kepler-395 c,293.5111889,45.1366252
25739,Kepler-1305 b,297.3394624,46.3472165
25740,Kepler-346 c,288.0119248,46.1176003
25741,Kepler-346 c,288.0119248,46.1176003
25742,Kepler-349 c,293.6764689,44.6155972
25743,Kepler-350 d,285.4195845,39.7061009
25744,Kepler-350 d,285.4195845,39.7061009
25745,Kepler-351 b,286.4527949,42.6577891
25746,Kepler-351 b,286.4527949,42.6577891
25747,Kepler-1068 b,294.6481708,46.3923173
25748,Kepler-267 d,299.8305655,47.1575741
25749,Kepler-267 d,299.8305655,47.1575741
25750,Kepler-353 b,296.8565596,41.7580749
25751,Kepler-1128 b,293.063315,39.4034052
25752,Kepler-1129 b,291.6044965,41.3093275
25753,Kepler-1129 b,291.6044965,41.3093275
25754,Kepler-1129 b,291.6044965,41.3093275
25755,Kepler-366 b,296.8520316,49.0844359
25756,Kepler-291 c,287.9163029,42.4372666
25757,Kepler-354 b,285.7515347,41.3356739
25758,Kepler-1131 b,295.6514492,49.2612954
25759,Kepler-368 b,291.880018,45.3878419
25760,Kepler-298 c,283.0398448,48.8253303
25761,Kepler-298 c,283.0398448,48.8253303
25762,Kepler-298 c,283.0398448,48.8253303
25763,Kepler-299 d,283.2070156,48.5805222
25764,Kepler-303 c,283.1354742,43.6567036
25765,Kepler-1152 b,290.4341483,44.1077802
25766,Kepler-1186 b,288.4796333,47.1017438
25767,Kepler-1187 b,286.8919996,38.3185034
25768,Kepler-1188 b,283.1038438,43.1480487
25769,Kepler-1190 b,284.9996582,49.4799506
25770,Kepler-1307 b,292.8698348,46.7418679
25771,Kepler-1307 b,292.8698348,46.7418679
25772,Kepler-1310 b,283.9200236,40.7400419
25773,Kepler-1313 b,292.388582,42.2332767
25774,Kepler-397 c,295.8940373,42.3805156
25775,Kepler-198 c,290.6731326,38.6910045
25776,Kepler-198 c,290.6731326,38.6910045
25777,Kepler-354 d,285.7515347,41.3356739
25778,Kepler-355 b,285.7994917,42.8117427
25779,Kepler-357 c,291.2429746,44.0086337
25780,Kepler-357 c,291.2429746,44.0086337
25781,Kepler-358 b,293.2302333,48.2813901
25782,Kepler-358 b,293.2302333,48.2813901
25783,Kepler-369 c,293.6743322,47.9084727
25784,Kepler-369 c,293.6743322,47.9084727
25785,Kepler-369 c,293.6743322,47.9084727
25786,Kepler-1069 b,290.9792378,47.9889097
25787,Kepler-1134 b,295.5678578,42.4781064
25788,Kepler-1134 b,295.5678578,42.4781064
25789,Kepler-1135 b,286.0029904,44.7565551
25790,Kepler-1136 b,284.1078441,44.2458047
25791,Kepler-1136 b,284.1078441,44.2458047
25792,Kepler-372 c,291.2562253,49.2589288
25793,Kepler-372 c,291.2562253,49.2589288
25794,Kepler-520 c,293.1802903,41.6177408
25795,Kepler-1191 b,291.6577923,48.0092619
25796,Kepler-1191 b,291.6577923,48.0092619
25797,Kepler-1192 b,282.1405603,43.8964934
25798,Kepler-1193 b,288.1447323,51.2756446
25799,Kepler-380 b,282.3947017,48.7591334
25800,Kepler-380 b,282.3947017,48.7591334
25801,Kepler-136 c,296.4673039,42.5987984
25802,Kepler-1194 b,291.6994841,38.1452065
25803,Kepler-1418 b,282.9975322,41.67859
25804,Kepler-1419 b,292.2545917,37.971376
25805,Kepler-405 c,291.4094615,38.3400107
25806,Kepler-405 b,291.4094615,38.3400107
25807,Kepler-1616 b,286.5436691,45.3048716
25808,Kepler-1616 b,286.5436691,45.3048716
25809,Kepler-1314 b,294.2373599,45.1968274
25810,Kepler-398 b,291.4688524,40.3437001
25811,Kepler-398 b,291.4688524,40.3437001
25812,Kepler-398 b,291.4688524,40.3437001
25813,Kepler-1316 b,298.8358277,40.2930714
25814,Kepler-1317 b,291.6118842,42.1159787
25815,Kepler-1403 b,290.8676391,38.9600779
25816,Kepler-1404 b,296.0094827,50.4983929
25817,Kepler-1599 b,286.2208685,41.1511886
25818,Kepler-1599 b,286.2208685,41.1511886
25819,Kepler-1599 b,286.2208685,41.1511886
25820,Kepler-1601 b,285.5129496,38.079839
25821,Kepler-1603 b,295.3298254,42.5349698
25822,Kepler-1194 b,291.6994841,38.1452065
25823,Kepler-1616 b,286.5436691,45.3048716
25824,Kepler-1617 b,287.9371747,46.4184781
25825,Kepler-441 b,284.566954,49.0127077
25826,Kepler-1619 b,285.703595,44.4221528
25827,Kepler-443 b,288.6104839,49.9685458
25828,Kepler-443 b,288.6104839,49.9685458
25829,Kepler-1621 b,297.5885341,43.8411937
25830,Kepler-1623 b,294.082697,39.5560655
25831,Kepler-1317 b,291.6118842,42.1159787
25832,Kepler-445 c,298.7363395,46.4991236
25833,Kepler-203 d,297.089959,41.3880686
25834,Kepler-359 b,293.2936129,42.1963497
25835,Kepler-360 c,286.2847077,44.7815817
25836,Kepler-360 c,286.2847077,44.7815817
25837,Kepler-417 b,293.8241813,42.779648
25838,Kepler-1605 b,287.1349405,47.4886251
25839,Kepler-1605 b,287.1349405,47.4886251
25840,Kepler-1606 b,286.3782987,43.0732287
25841,Kepler-1606 b,286.3782987,43.0732287
25842,Kepler-1409 b,290.0847389,51.2086144
25843,Kepler-1425 b,294.9510368,43.0124348
25844,Kepler-1425 b,294.9510368,43.0124348
25845,Kepler-296 e,286.5400278,49.4372614
25846,Kepler-1637 b,282.2368006,48.1542016
25847,Kepler-1638 b,295.4823299,48.5244695
25848,Kepler-1638 b,295.4823299,48.5244695
25849,Kepler-1639 b,283.068651,48.8021209
25850,Kepler-1641 b,296.359456,41.5745321
25851,Kepler-1642 b,297.2121215,43.643789
25852,Kepler-1644 b,285.4750512,48.0348356
25853,Kepler-1143 c,287.302772,39.2896399
25854,Kepler-363 c,283.1920779,41.3054172
25855,Kepler-364 b,281.5699998,47.3986233
25856,Kepler-364 b,281.5699998,47.3986233
25857,Kepler-272 b,299.1275257,47.5938319
25858,Kepler-1138 b,285.8993164,48.307285
25859,Kepler-1138 b,285.8993164,48.307285
25860,Kepler-1071 b,293.0579794,45.2487472
25861,Kepler-1071 b,293.0579794,45.2487472
25862,Kepler-1139 b,287.9455985,39.2305281
25863,Kepler-1649 b,292.5029676,41.8299933
25864,Kepler-1350 c,288.250611,46.6794847
25865,Kepler-891 b,291.0837644,40.3552252
25866,Kepler-839 b,291.074684,45.242544
25867,Kepler-1002 b,293.0794629,43.073677
25868,Kepler-376 c,291.6071451,38.4103192
25869,OGLE-2012-BLG-0026L c,263.577917,-27.14275
25870,Kepler-1140 b,281.6940529,46.946521
25871,Kepler-1141 b,290.5436836,47.7259073
25872,Kepler-1142 b,292.7144796,44.0822816
25873,Kepler-1143 b,287.302772,39.2896399
25874,Kepler-1072 b,292.0443891,46.3289723
25875,Kepler-1144 b,290.0432936,47.2578857
25876,Kepler-1589 b,294.4418236,40.5716114
25877,Kepler-1590 b,291.4079141,48.0178915
25878,Kepler-273 b,291.3021458,47.6976573
25879,Kepler-1405 b,295.6848822,39.2561274
25880,Kepler-1405 b,295.6848822,39.2561274
25881,Kepler-1406 b,292.0818824,38.9149472
25882,Kepler-1407 b,283.9424274,41.4715535
25883,Kepler-1408 b,282.6998783,45.4257884
25884,Kepler-1412 b,292.1801539,49.202481
25885,Kepler-1646 b,287.5264859,42.9129356
25886,Kepler-1629 b,280.2066276,43.7743281
25887,Kepler-664 b,288.7549029,48.226203
25888,Kepler-1559 b,292.2866565,42.0725948
25889,Kepler-1590 b,291.4079141,48.0178915
25890,Kepler-1593 b,300.4882018,44.4606698
25891,Kepler-1593 b,300.4882018,44.4606698
25892,Kepler-1594 b,293.6230451,47.9619127
25893,Kepler-1594 b,293.6230451,47.9619127
25894,Kepler-1595 b,285.7227502,43.0094855
25895,Kepler-1414 b,284.9285796,42.4223085
25896,Kepler-1414 b,284.9285796,42.4223085
25897,Kepler-1414 b,284.9285796,42.4223085
25898,Kepler-1609 b,290.1465356,39.6658026
25899,Kepler-1609 b,290.1465356,39.6658026
25900,Kepler-1609 b,290.1465356,39.6658026
25901,Kepler-1612 b,291.2503022,45.6550536
25902,Kepler-1422 b,293.8902214,48.3360926
25903,Kepler-1423 b,288.2437481,41.1100655
25904,Kepler-1424 b,290.9916648,40.2293347
25905,Kepler-431 d,281.1123072,43.2277663
25906,Kepler-431 d,281.1123072,43.2277663
25907,Kepler-431 c,281.1123072,43.2277663
25908,Kepler-1428 b,297.6422563,49.594958
25909,Kepler-361 b,296.8034146,46.7411011
25910,Kepler-362 b,291.771603,47.5299192
25911,Kepler-1535 b,286.613685,38.8919507
25912,Kepler-1536 b,291.5852554,45.7158742
25913,Kepler-365 c,295.626564,49.130411
25914,Kepler-439 b,280.8015188,44.0339733
25915,Kepler-439 b,280.8015188,44.0339733
25916,Kepler-1613 b,289.8750066,43.4209318
25917,Kepler-389 c,291.9600082,44.9000587
25918,Kepler-389 c,291.9600082,44.9000587
25919,Kepler-1454 b,284.2233265,48.8317229
25920,Kepler-460 c,288.4749028,40.6512848
25921,Kepler-1429 b,285.3662532,49.0448172
25922,Kepler-1442 b,291.2556226,48.8469171
25923,Kepler-1444 b,285.3306799,42.0405016
25924,Kepler-1444 b,285.3306799,42.0405016
25925,Kepler-1445 b,280.2495197,43.9150665
25926,Kepler-437 b,297.3473326,44.0269249
25927,Kepler-437 b,297.3473326,44.0269249
25928,Kepler-1538 b,283.345611,45.2743573
25929,Kepler-1540 b,283.3445555,41.2017544
25930,CoRoT-10 b,291.0636813,0.7460143
25931,CoRoT-14 b,103.4242023,-5.5360385
25932,HD 130322 b,221.8857975,-0.2820782
25933,Kepler-1625 b,295.429322,39.8865068
25934,HD 192263 b,303.4990864,-0.8657574
25935,HD 192263 b,303.4990864,-0.8657574
25936,Kepler-1625 b,295.429322,39.8865068
25937,Kepler-1626 b,296.5004384,40.7212069
25938,Kepler-1627 b,284.0566675,41.5767277
25939,Kepler-1635 b,285.3490542,45.5561768
25940,Kepler-271 d,283.0029316,44.284108
25941,Kepler-1447 b,289.6434285,50.727016
25942,Kepler-1449 b,288.2317293,50.5678345
25943,Kepler-1449 b,288.2317293,50.5678345
25944,Kepler-1388 d,283.3360156,47.1744499
25945,Kepler-1388 e,283.3360156,47.1744499
25946,Kepler-1482 b,285.3138209,48.72527
25947,Kepler-1534 b,292.395373,43.8691326
25948,Kepler-1542 d,285.7284757,42.6544651
25949,Kepler-1394 b,283.4532068,45.0840729
25950,Kepler-1395 b,292.3374945,47.6641732
25951,Kepler-1396 b,294.3363936,44.9182296
25952,Kepler-1396 b,294.3363936,44.9182296
25953,Kepler-1397 b,299.6758812,47.0758234
25954,Kepler-1398 b,294.8661073,48.6389923
25955,Kepler-1400 b,286.2716827,45.4408055
25956,Kepler-1401 b,287.4660334,40.75842
25957,Kepler-1402 b,291.8478341,48.9681664
25958,Kepler-1417 b,290.9498966,40.605197
25959,Kepler-1417 b,290.9498966,40.605197
25960,Kepler-231 b,293.9733913,50.531846
25961,Kepler-84 e,298.2520208,40.4960842
25962,Kepler-84 f,298.2520208,40.4960842
25963,Kepler-84 f,298.2520208,40.4960842
25964,Kepler-310 b,288.839278,46.9867472
25965,Kepler-903 c,288.7710137,40.6641771
25966,Kepler-903 c,288.7710137,40.6641771
25967,Kepler-1265 b,284.5858364,47.0795646
25968,Kepler-1265 b,284.5858364,47.0795646
25969,Kepler-1267 b,299.1695093,43.4410533
25970,Kepler-1268 b,287.838419,43.1531776
25971,Kepler-169 c,285.9999204,40.9193822
25972,Kepler-436 c,301.7207775,44.4120856
25973,Kepler-1270 b,286.7156676,48.6452552
25974,Kepler-1270 b,286.7156676,48.6452552
25975,Kepler-317 c,294.9438822,39.0320499
25976,Kepler-318 c,298.4828337,46.7936357
25977,Kepler-319 d,288.8119782,39.7706431
25978,Kepler-319 b,288.8119782,39.7706431
25979,Kepler-321 b,294.4536991,44.1457626
25980,Kepler-321 b,294.4536991,44.1457626
25981,Kepler-1286 b,280.2583709,43.8357433
25982,Kepler-393 b,290.995205,45.192188
25983,Kepler-393 b,290.995205,45.192188
25984,Kepler-187 b,299.7964955,44.0892448
25985,Kepler-1288 b,285.7135,41.6058799
25986,Kepler-1289 b,296.388767,41.040509
25987,Kepler-1289 b,296.388767,41.040509
25988,Kepler-1669 b,297.4303826,39.8478795
25989,Kepler-1086 b,295.251187,45.8429537
25990,Kepler-1087 b,294.9789253,46.0056741
25991,Kepler-358 c,293.2302333,48.2813901
25992,Kepler-1814 b,285.2166767,41.2824449
25993,Kepler-1814 c,285.2166767,41.2824449
25994,Kepler-865 c,297.7242257,43.5272796
25995,Kepler-880 b,281.9712347,43.6727839
25996,Kepler-896 c,282.4391402,43.7344291
25997,Kepler-1518 b,300.3323404,44.9861065
25998,Kepler-1518 c,300.3323404,44.9861065
25999,Kepler-1610 c,295.9049795,45.4054296
26000,Kepler-1921 b,300.3161723,45.4953271
26001,Kepler-1921 b,300.3161723,45.4953271
26002,Kepler-1491 b,293.6297645,45.7406293
26003,Kepler-1491 b,293.6297645,45.7406293
26004,Kepler-358 c,293.2302333,48.2813901
26005,Kepler-353 c,296.8565596,41.7580749
26006,Kepler-353 c,296.8565596,41.7580749
26007,Kepler-1088 b,281.5614578,42.4504087
26008,Kepler-1088 b,281.5614578,42.4504087
26009,Kepler-237 b,283.2213438,40.421762
26010,Kepler-1376 b,286.9584368,42.541409
26011,Kepler-1376 b,286.9584368,42.541409
26012,Kepler-1377 b,289.1954229,46.6516055
26013,Kepler-1378 b,297.373403,40.3663986
26014,Kepler-239 c,294.2020505,40.6633313
26015,Kepler-1109 b,291.6462654,39.3966122
26016,Kepler-1109 b,291.6462654,39.3966122
26017,Kepler-1109 b,291.6462654,39.3966122
26018,Kepler-1110 b,291.8080645,38.6226615
26019,Kepler-1111 b,295.4634045,45.8127697
26020,Kepler-255 b,296.0642702,45.9767647
26021,Kepler-256 d,292.58042,46.0973588
26022,Kepler-256 d,292.58042,46.0973588
26023,Kepler-260 c,291.9259658,38.0140525
26024,Kepler-261 c,291.3647333,37.609239
26025,Kepler-755 c,296.8609348,41.0973178
26026,Kepler-265 b,290.5104788,41.244743
26027,Kepler-758 d,293.0846115,41.1354049
26028,Kepler-359 c,293.2936129,42.1963497
26029,Kepler-1091 b,299.7854426,43.6707235
26030,Kepler-1091 b,299.7854426,43.6707235
26031,Kepler-1253 b,283.8852196,47.6371507
26032,Kepler-118 b,299.2131881,41.4248195
26033,Kepler-118 b,299.2131881,41.4248195
26034,Kepler-163 b,295.0027458,46.9873389
26035,Kepler-1256 b,291.4742443,44.6834119
26036,Kepler-1257 b,296.0756231,45.6270165
26037,Kepler-239 c,294.2020505,40.6633313
26038,Kepler-243 c,285.1104819,42.0339619
26039,Kepler-327 c,292.6422963,44.0876251
26040,Kepler-329 b,299.2681646,45.2272852
26041,Kepler-331 c,291.8343455,39.3073462
26042,Kepler-331 c,291.8343455,39.3073462
26043,Kepler-256 e,292.58042,46.0973588
26044,Kepler-256 e,292.58042,46.0973588
26045,Kepler-1278 b,282.9569197,42.8255589
26046,Kepler-1279 b,288.0955917,40.365909
26047,Kepler-1280 b,293.5738933,45.3844919
26048,Kepler-180 b,295.5712566,49.774514
26049,Kepler-180 b,295.5712566,49.774514
26050,Kepler-182 b,289.8301128,50.5862025
26051,Kepler-182 b,289.8301128,50.5862025
26052,Kepler-266 c,294.4843821,44.1669355
26053,Kepler-266 c,294.4843821,44.1669355
26054,Kepler-336 c,290.2376224,41.3313637
26055,Kepler-336 b,290.2376224,41.3313637
26056,Kepler-336 b,290.2376224,41.3313637
26057,Kepler-336 b,290.2376224,41.3313637
26058,Kepler-337 b,290.0605123,47.1639533
26059,Kepler-337 b,290.0605123,47.1639533
26060,Kepler-1260 b,295.5912652,42.5552261
26061,Kepler-1261 b,285.2324786,48.8066963
26062,Kepler-390 b,291.6288086,41.2088351
26063,Kepler-1368 b,294.7669795,41.6446434
26064,Kepler-1368 b,294.7669795,41.6446434
26065,Kepler-1369 b,285.7972604,40.9361923
26066,Kepler-1370 b,284.5656897,41.7784781
26067,Kepler-1370 b,284.5656897,41.7784781
26068,Kepler-256 e,292.58042,46.0973588
26069,Kepler-333 c,292.2861201,40.9135429
26070,Kepler-333 c,292.2861201,40.9135429
26071,Kepler-1101 b,294.5693544,45.6711623
26072,Kepler-1102 b,281.3225917,48.0664955
26073,Kepler-1102 b,281.3225917,48.0664955
26074,Kepler-1105 b,281.1117588,42.4549698
26075,Kepler-1105 b,281.1117588,42.4549698
26076,Kepler-67 b,294.1533505,46.1663976
26077,Kepler-185 b,282.4681674,43.8899464
26078,Kepler-1282 b,290.1761688,46.6983036
26079,Kepler-1283 b,295.4623336,40.7769335
26080,Kepler-1390 b,298.6624419,48.2488659
26081,Kepler-1390 b,298.6624419,48.2488659
26082,Kepler-1390 b,298.6624419,48.2488659
26083,Kepler-115 b,297.7119299,45.261985
26084,Kepler-116 c,294.7420605,43.5367842
26085,Kepler-1371 b,288.8314251,47.5519753
26086,Kepler-1372 b,288.8865895,44.8394672
26087,Kepler-1372 b,288.8865895,44.8394672
26088,Kepler-1374 b,291.3499783,45.1722521
26089,Kepler-327 d,292.6422963,44.0876251
26090,Kepler-339 c,293.351701,48.4445922
26091,Kepler-341 d,289.8615609,43.4727412
26092,Kepler-341 b,289.8615609,43.4727412
26093,Kepler-67 b,294.1533505,46.1663976
26094,Kepler-67 b,294.1533505,46.1663976
26095,Kepler-1107 b,291.049934,39.141674
26096,Kepler-1271 b,286.3442954,37.4119347
26097,Kepler-172 d,283.3684093,41.821839
26098,Kepler-1274 b,284.5936858,46.4497364
26099,Kepler-1274 b,284.5936858,46.4497364
26100,Kepler-250 d,289.5947633,44.1418114
26101,Kepler-252 b,295.579329,44.5459052
26102,Kepler-252 b,295.579329,44.5459052
26103,Kepler-81 d,293.6369437,42.8248275
26104,Kepler-722 c,290.2632874,44.5564051
26105,Kepler-262 b,290.7287168,37.2526575
26106,Kepler-280 c,291.3905325,42.1804735
26107,Kepler-1290 b,290.6852287,43.8596155
26108,Kepler-1290 b,290.6852287,43.8596155
26109,Kepler-189 b,287.5646296,44.3050662
26110,Kepler-341 e,289.8615609,43.4727412
26111,Kepler-341 e,289.8615609,43.4727412
26112,Kepler-341 e,289.8615609,43.4727412
26113,Kepler-342 d,292.6780488,46.7266813
26114,Kepler-230 c,285.7185682,48.5058038
26115,Kepler-230 c,285.7185682,48.5058038
26116,Kepler-81 d,293.6369437,42.8248275
26117,Kepler-1093 b,284.9780251,41.4202077
26118,Kepler-1094 b,292.3012109,38.2669983
26119,Kepler-1094 b,292.3012109,38.2669983
26120,Kepler-173 b,294.6466171,41.8840952
26121,Kepler-1276 b,287.8570173,40.5471909
26122,Kepler-1277 b,295.1025166,40.5723736
26123,Kepler-1278 b,282.9569197,42.8255589
26124,Kepler-1382 b,295.3774182,39.0480365
26125,Kepler-245 c,291.6389972,42.4363482
26126,Kepler-245 c,291.6389972,42.4363482
26127,Kepler-1383 b,297.9447714,42.1918449
26128,Kepler-262 b,290.7287168,37.2526575
26129,Kepler-263 c,292.4698022,37.5677941
26130,Kepler-263 c,292.4698022,37.5677941
26131,Kepler-769 c,292.7130925,38.3581685
26132,Kepler-1291 b,289.3770051,40.0010791
26133,Kepler-1292 b,284.9057222,43.9491434
26134,Kepler-190 c,288.5839761,44.7337701
26135,Kepler-1296 b,292.1251038,41.4077928
26136,Kepler-1296 b,292.1251038,41.4077928
26137,Kepler-1296 b,292.1251038,41.4077928
26138,Kepler-1298 b,284.4227535,49.1061907
26139,Kepler-267 c,299.8305655,47.1575741
26140,Kepler-267 c,299.8305655,47.1575741
26141,Kepler-135 c,290.4950939,38.7954956
26142,Kepler-524 c,296.8591787,49.1620125
26143,Kepler-149 c,285.8537014,38.3840916
26144,Kepler-149 c,285.8537014,38.3840916
26145,Kepler-150 b,288.2341025,40.520897
26146,Kepler-150 b,288.2341025,40.520897
26147,Kepler-1461 b,285.8305091,43.198377
26148,Kepler-1461 b,285.8305091,43.198377
26149,Kepler-1463 b,294.4872785,42.0069064
26150,Kepler-482 b,296.8229326,48.1077628
26151,Kepler-357 b,291.2429746,44.0086337
26152,Kepler-375 b,288.6178715,48.0983639
26153,Kepler-1533 b,295.9755645,44.7133739
26154,Kepler-813 b,285.6626752,48.4353251
26155,Kepler-1814 c,285.2166767,41.2824449
26156,Kepler-290 d,286.4100307,42.6815137
26157,Kepler-290 b,286.4100307,42.6815137
26158,Kepler-1492 b,288.5970695,41.0363254
26159,Kepler-1493 b,288.5493683,38.5651973
26160,Kepler-1495 b,286.1306907,38.7795494
26161,Kepler-1496 b,293.9739359,45.3507167
26162,Kepler-1496 b,293.9739359,45.3507167
26163,Kepler-1497 b,296.196155,45.6343124
26164,Kepler-393 b,290.995205,45.192188
26165,Kepler-1469 b,293.8213286,39.3913385
26166,Kepler-1546 b,297.5839183,41.5411993
26167,Kepler-1548 b,287.4711817,46.0805706
26168,Kepler-1548 b,287.4711817,46.0805706
26169,Kepler-1548 b,287.4711817,46.0805706
26170,Kepler-440 b,285.3500664,41.4523695
26171,Kepler-1550 b,287.7646113,38.2947076
26172,Kepler-1551 b,295.7855238,39.9078956
26173,Kepler-1552 b,291.6768669,38.8749152
26174,Kepler-154 f,289.7805393,49.8965624
26175,Kepler-320 b,293.2135155,46.1751457
26176,Kepler-320 b,293.2135155,46.1751457
26177,Kepler-320 b,293.2135155,46.1751457
26178,Kepler-969 c,288.3724989,47.9335642
26179,Kepler-990 c,297.9381813,46.8813194
26180,Kepler-990 c,297.9381813,46.8813194
26181,Kepler-332 c,286.6627811,47.4136938
26182,Kepler-332 d,286.6627811,47.4136938
26183,Kepler-1217 b,289.1866841,50.9375614
26184,Kepler-1222 b,294.889616,49.3798215
26185,Kepler-1550 b,287.7646113,38.2947076
26186,Kepler-1598 b,288.469107,46.7836464
26187,Kepler-1367 b,288.4166786,47.8787308
26188,Kepler-620 b,291.1593939,51.3348228
26189,Kepler-625 b,292.1504723,39.6375254
26190,Kepler-693 b,283.253527,40.3582155
26191,Kepler-1554 b,286.576016,41.7415762
26192,Kepler-378 c,294.9489697,46.4388673
26193,Kepler-1555 b,287.6354587,45.7160327
26194,Kepler-1556 b,288.3969751,40.2131892
26195,Kepler-1178 b,288.4561183,45.8022258
26196,Kepler-1558 b,286.8194349,46.9117837
26197,Kepler-1559 b,292.2866565,42.0725948
26198,Kepler-1559 b,292.2866565,42.0725948
26199,Kepler-1559 b,292.2866565,42.0725948
26200,Kepler-1016 c,294.613689,45.9846265
26201,Kepler-340 b,295.933471,40.3005515
26202,Kepler-340 b,295.933471,40.3005515
26203,Kepler-342 e,292.6780488,46.7266813
26204,Kepler-342 c,292.6780488,46.7266813
26205,KOI-3680 b,293.2815266,45.3096572
26206,Kepler-1516 b,291.4945795,44.5234227
26207,Kepler-1554 b,286.576016,41.7415762
26208,Kepler-288 d,288.9163997,39.5947523
26209,Kepler-295 c,285.3458383,45.3677754
26210,Kepler-295 c,285.3458383,45.3677754
26211,KIC 9663113 b,297.0454037,46.3286653
26212,Kepler-1052 c,295.34273,46.6022134
26213,Kepler-1052 b,295.34273,46.6022134
26214,Kepler-549 b,283.0228527,47.2611431
26215,Kepler-549 b,283.0228527,47.2611431
26216,Kepler-549 b,283.0228527,47.2611431
26217,Kepler-549 d,283.0228527,47.2611431
26218,Kepler-549 d,283.0228527,47.2611431
26219,Kepler-549 d,283.0228527,47.2611431
26220,Kepler-656 b,288.3278778,47.381538
26221,Kepler-656 c,288.3278778,47.381538
26222,Kepler-311 c,282.0612731,47.0854984
26223,Kepler-549 c,283.0228527,47.2611431
26224,Kepler-549 c,283.0228527,47.2611431
26225,Kepler-656 b,288.3278778,47.381538
26226,Kepler-164 b,287.7808115,47.6298453
26227,Kepler-297 b,283.2091605,48.7776156
26228,Kepler-347 d,289.1995995,49.3056404
26229,Kepler-1894 c,295.5864604,49.6668523
26230,Kepler-1894 b,295.5864604,49.6668523
26231,Kepler-1487 b,295.4980737,38.6444499
26232,Kepler-1487 c,295.4980737,38.6444499
26233,Kepler-1181 b,289.7473165,39.5234131
26234,Kepler-1181 c,289.7473165,39.5234131
26235,Kepler-1181 c,289.7473165,39.5234131
26236,Kepler-1834 b,294.6646789,39.7838461
26237,Kepler-1669 c,297.4303826,39.8478795
26238,Kepler-430 c,292.8085984,49.5794242
26239,Kepler-1562 b,294.4556567,46.7435353
26240,Kepler-1562 b,294.4556567,46.7435353
26241,Kepler-1564 b,290.5861316,46.6427486
26242,Kepler-1565 b,297.9529793,40.8067876
26243,Kepler-1567 b,286.695153,40.2918894
26244,Kepler-1567 b,286.695153,40.2918894
26245,Kepler-1569 b,292.2046748,37.2212065
26246,Kepler-343 c,291.960662,42.4329567
26247,Kepler-1031 b,296.0898796,48.9554121
26248,Kepler-1047 c,288.6462564,50.7889645
26249,Kepler-1065 c,294.511319,38.7904648
26250,Kepler-154 b,289.7805393,49.8965624
26251,Kepler-299 e,283.2070156,48.5805222
26252,Kepler-118 c,299.2131881,41.4248195
26253,Kepler-531 b,286.5246582,48.6835481
26254,Kepler-308 c,295.7852423,40.4395753
26255,Kepler-1093 c,284.9780251,41.4202077
26256,Kepler-1532 b,296.902784,41.1981424
26257,Kepler-1533 b,295.9755645,44.7133739
26258,Kepler-301 d,283.982904,49.2329512
26259,Kepler-531 b,286.5246582,48.6835481
26260,Kepler-533 b,293.6856893,48.8249915
26261,Kepler-524 b,296.8591787,49.1620125
26262,Kepler-414 b,297.9615616,48.2443363
26263,Kepler-397 b,295.8940373,42.3805156
26264,Kepler-398 c,291.4688524,40.3437001
26265,Kepler-398 d,291.4688524,40.3437001
26266,Kepler-398 d,291.4688524,40.3437001
26267,Kepler-445 b,298.7363395,46.4991236
26268,Kepler-445 b,298.7363395,46.4991236
26269,Kepler-399 b,299.5017242,40.6707669
26270,Kepler-1571 b,300.9354067,45.5964836
26271,Kepler-386 b,289.8589165,48.6938077
26272,Kepler-1181 b,289.7473165,39.5234131
26273,Kepler-1181 c,289.7473165,39.5234131
26274,Kepler-1834 b,294.6646789,39.7838461
26275,Kepler-1669 b,297.4303826,39.8478795
26276,Kepler-1669 b,297.4303826,39.8478795
26277,Kepler-1669 c,297.4303826,39.8478795
26278,Kepler-1814 b,285.2166767,41.2824449
26279,Kepler-1814 c,285.2166767,41.2824449
26280,Kepler-1814 b,285.2166767,41.2824449
26281,Kepler-748 b,292.2628779,37.2369732
26282,Kepler-1336 c,296.2776587,46.8998006
26283,Kepler-1336 c,296.2776587,46.8998006
